3003,B001JFN0RA,1,4.0,1
3006,B001JKF4SI,1,5.0,1
9011,B004J438EI,1,3.0,1
6017,B003DQXI48,1,5.0,1
6020,B003DR0P3O,1,5.0,1
3017,B001K5T32U,1,5.0,1
9024,B004J6EKSO,1,5.0,1
9029,B004J6LY1U,1,5.0,1
9030,B004J6LY7Y,1,5.0,1
6035,B003DXUJ3Y,1,5.0,1
6048,B003E3XWPA,1,5.0,1
9042,B004JHXW9Q,1,5.0,1
3041,B001KW6IRQ,1,5.0,1
9048,B004JMZXR0,1,5.0,1
6058,B003E7XHXS,1,5.0,1
6059,B003E7YDV8,1,5.0,1
9050,B004JMZXRU,1,5.0,1
3048,B001L5FUZS,1,5.0,1
9051,B004JMZXS4,1,3.0,1
6061,B003E84K6A,1,4.0,1
97,B00005K47Y,1,5.0,1
6069,B003EI02U8,1,5.0,1
9067,B004JUVSSK,1,5.0,1
6080,B003EM0T4I,1,5.0,1
9068,B004JV615E,1,5.0,1
3075,B001M4HX9O,1,5.0,1
6081,B003EM0T66,1,5.0,1
6082,B003EM81PC,1,5.0,1
9070,B004JVA538,1,5.0,1
119,B00005RZNS,1,5.0,1
9085,B004K2WWLO,1,5.0,1
130,B0000659A6,1,5.0,1
9100,B004KH1X96,1,4.0,1
3110,B001MYL1A6,1,4.0,1
9105,B004KKXMGK,1,5.0,1
162,B00006HXD5,1,5.0,1
6147,B003FXQ3ZK,1,5.0,1
9133,B004KRK2IO,1,5.0,1
187,B00006LUA9,1,5.0,1
6154,B003G2YZOG,1,5.0,1
3138,B001NIWOMK,1,5.0,1
201,B00007KVHI,1,5.0,1
9146,B004KTQO5W,1,5.0,1
3154,B001NZZ6RI,1,5.0,1
6182,B003GSLGO2,1,5.0,1
6183,B003GSLGOC,1,5.0,1
6184,B003GSLGOM,1,5.0,1
6189,B003GVT5NI,1,5.0,1
6199,B003H3A04S,1,5.0,1
9222,B004LSU5L6,1,5.0,1
6211,B003H81N6C,1,5.0,1
297,B0000AFX1J,1,5.0,1
298,B0000AGAWB,1,5.0,1
3239,B001PC3TMI,1,5.0,1
9306,B004MFFD4W,1,5.0,1
3269,B001PLEG9E,1,5.0,1
9315,B004MKNJ8E,1,5.0,1
346,B000184BLU,1,5.0,1
9332,B004MTWOWW,1,5.0,1
6282,B003I86ONS,1,1.0,1
3290,B001Q9L7XI,1,5.0,1
9334,B004MU4CUI,1,5.0,1
349,B00019LWJS,1,5.0,1
6288,B003IAEB3G,1,2.0,1
9335,B004MU6B48,1,3.0,1
3293,B001QD4K6K,1,3.0,1
353,B0001D399K,1,1.0,1
9337,B004MU9A3W,1,5.0,1
9340,B004MX73IS,1,4.0,1
6305,B003IMAEIK,1,5.0,1
3317,B001QTERD0,1,5.0,1
9355,B004MZXDQW,1,5.0,1
3319,B001QTW9JE,1,4.0,1
369,B0001N9UO8,1,4.0,1
373,B0001OTL3W,1,5.0,1
3332,B001QXDN7C,1,5.0,1
9369,B004N71TTC,1,4.0,1
9377,B004N7K7RW,1,5.0,1
3357,B001RBE480,1,5.0,1
9394,B004NDLORI,1,5.0,1
6355,B003K1I256,1,5.0,1
9398,B004NF2TMA,1,5.0,1
424,B0002HM98M,1,5.0,1
6383,B003KUY38W,1,5.0,1
6384,B003KV3PP8,1,5.0,1
440,B0002Q72US,1,5.0,1
9435,B004O4N3KC,1,5.0,1
3434,B001T9FB3M,1,5.0,1
3435,B001T9FB3W,1,5.0,1
458,B00062L5V0,1,5.0,1
3438,B001TCBNOA,1,5.0,1
459,B00062L5VA,1,5.0,1
6440,B003M3KJOY,1,5.0,1
498,B0006N3ETK,1,5.0,1
3486,B001U31X4S,1,5.0,1
6448,B003M71ZV6,1,5.0,1
9517,B004P4LVIW,1,5.0,1
6460,B003M9V4WE,1,5.0,1
3515,B001UL0H3S,1,5.0,1
6467,B003MPA9Z6,1,5.0,1
9525,B004P7JQ3G,1,5.0,1
527,B0007N72ZQ,1,5.0,1
529,B0007P0WH4,1,5.0,1
6472,B003MVHDKE,1,5.0,1
6482,B003N1A5W6,1,5.0,1
9552,B004PAMWES,1,5.0,1
9554,B004PBBSBK,1,5.0,1
542,B0007TFLS0,1,5.0,1
3541,B001V9D50Q,1,5.0,1
3557,B001VJTKA0,1,5.0,1
6509,B003NET0S8,1,5.0,1
9591,B004Q6VOMM,1,5.0,1
3577,B001W9VW4G,1,5.0,1
6530,B003NUKHHA,1,5.0,1
3581,B001WR06R2,1,5.0,1
6543,B003O6SKYA,1,5.0,1
6556,B003OBY0BM,1,5.0,1
9631,B004QPCAMQ,1,5.0,1
9635,B004QPE0M4,1,5.0,1
609,B0009MC7SC,1,5.0,1
9637,B004QPG2F2,1,5.0,1
9639,B004QPTUL0,1,5.0,1
3620,B0021L9BJC,1,5.0,1
615,B0009NWSKS,1,5.0,1
6577,B003OYM3SG,1,5.0,1
9645,B004QY2KL8,1,5.0,1
6579,B003OYPMBQ,1,5.0,1
618,B0009NWZEM,1,5.0,1
9650,B004QZB1DU,1,5.0,1
6580,B003OYPMES,1,5.0,1
6584,B003OYT46A,1,5.0,1
622,B0009O1JQ6,1,5.0,1
9662,B004RCQU0G,1,5.0,1
9663,B004RCUKQ6,1,5.0,1
625,B0009O1OE8,1,5.0,1
628,B0009O5SJK,1,3.0,1
630,B0009O5VCY,1,5.0,1
3647,B0023XYEUY,1,3.0,1
631,B0009O5WWS,1,4.0,1
9678,B004RMQACY,1,5.0,1
3651,B00246RMMC,1,5.0,1
633,B0009O62TU,1,5.0,1
634,B0009O62V8,1,1.0,1
635,B0009O64XO,1,5.0,1
3657,B0024N7W4I,1,3.0,1
636,B0009O69FW,1,4.0,1
637,B0009O69PW,1,5.0,1
6617,B003Q5VTC4,1,3.0,1
639,B0009PRCA2,1,1.0,1
3660,B0024VHH4U,1,5.0,1
9695,B004S3KCAI,1,5.0,1
643,B0009RKLA8,1,2.0,1
6625,B003QIJMCA,1,4.0,1
9699,B004S5ZDGE,1,4.0,1
648,B0009SQKNY,1,5.0,1
649,B0009SS53C,1,1.0,1
9714,B004SB1X4Y,1,1.0,1
654,B0009WBR6U,1,1.0,1
3677,B0025W95OS,1,5.0,1
6640,B003QP42VE,1,1.0,1
655,B0009XBQH4,1,5.0,1
6641,B003QP42VO,1,1.0,1
659,B0009XP3V4,1,1.0,1
6642,B003QP42W8,1,1.0,1
3685,B00260OXCS,1,3.0,1
9734,B004SH3PZS,1,5.0,1
6647,B003QZSUCQ,1,1.0,1
9736,B004SH7CLG,1,5.0,1
663,B0009XQU70,1,3.0,1
6655,B003R7HITY,1,5.0,1
6659,B003RBOUUK,1,4.0,1
671,B000A0JLRS,1,3.0,1
6661,B003RDEFL2,1,5.0,1
672,B000A0JMPY,1,3.0,1
3701,B0026NK644,1,5.0,1
9760,B004SP0QJI,1,5.0,1
6664,B003RH08YQ,1,3.0,1
9761,B004SP10IE,1,5.0,1
674,B000A0QJB4,1,1.0,1
6666,B003RHKF30,1,5.0,1
676,B000A0QMHK,1,2.0,1
6672,B003RRY27U,1,5.0,1
3712,B0026RHE22,1,1.0,1
6673,B003RRY90U,1,5.0,1
3713,B0026RWGCK,1,5.0,1
6677,B003RXOMJW,1,5.0,1
3725,B0027DYGYO,1,5.0,1
3727,B0027FJVM4,1,5.0,1
6700,B003SF7UMK,1,5.0,1
6701,B003SFHYXA,1,5.0,1
707,B000ALAJM8,1,5.0,1
6713,B003SOZOEW,1,5.0,1
717,B000AMQSA4,1,5.0,1
9831,B004TTWZSS,1,5.0,1
